Name,Title,aiconalt,View,State,View1,asizebase
Amazon Customer,"Pastic, plastic, plastic!",2.0 out of 5 stars,"Reviewed in India on April 8, 2020",Verified Purchase,"Terrible quality plastic. Guys, if you'll are first time chopper users perhaps you'd be okay. But this steel-looking, mostly plastic and that too fairly brittle plastic product has been beyond disappointing. The width of the small jar makes it difficult to grind things in small quantities. I'm honestly unhappy.",
Saran,Preethi zodiac,4.0 out of 5 stars,"Reviewed in India on February 19, 2022",Verified Purchase,These are most useful for food preparation. Only one drawback it's noisy when grinding,
Shravyam,Blades detached and jammed. Worst customer care,2.0 out of 5 stars,"Reviewed in India on July 11, 2019",Verified Purchase,"While i was grating cucumber, the blades got detached and it got jammed .Its just a month now. Totaly useless. I tried compalining to customer care , they asked me to pay and replace. What does this mean?? Quality of product is bad . And company indirectly makes money , making us buy. They dont have a solution for this is their answer.",
precitek coponents,product is good but be careful with seller,5.0 out of 5 stars,"Reviewed in India on January 22, 2021",Verified Purchase,"Initially received a used and damaged product, after sending photos to Amazon team, got the replacement with good product.",2 people found this helpful
Mukul ,Buy on basic of uses,3.0 out of 5 stars,"Reviewed in India on May 29, 2021",Verified Purchase,"It is not good when it comes to noise.
Don't think it is for multi purpose.
It ll take time to assemble to do operation. Better to use other thing.
It is not good for juice.
Don't buy it for multi purpose",
Abraham Mani,Worth the money,5.0 out of 5 stars,"Reviewed in India on December 8, 2020",Verified Purchase,Grinding is just great! Thank you for this grinder,2 people found this helpful
Amazon Customer,Dont buy,1.0 out of 5 stars,"Reviewed in India on January 9, 2022",Verified Purchase,"Please visit website and try customer service numbers before buying.
None of the numbers work.
Even the website does not list service center information.",
mohan,Low on efficiency with defective design,1.0 out of 5 stars,"Reviewed in India on July 18, 2021",Verified Purchase,The jars are deeper and doesn’t effectively grind. You need to keep mixing things if not bottom content gets ground and top payer stays as it is. Juicer is complete useless. It works well only in the videos,
Narottam,Super,5.0 out of 5 stars,"Reviewed in India on October 19, 2020",Verified Purchase,"Super and outstanding product, I’m 100% full happy",2 people found this helpful
syed thameem,Good product,5.0 out of 5 stars,"Reviewed in India on October 17, 2020",Verified Purchase,"Best one , lot of options. Still need to explore",3 people found this helpful
Amazon Customer,Very nice product,4.0 out of 5 stars,"Reviewed in India on August 5, 2021",Verified Purchase,"For preparing Chappathi batter, it is very useful. But for vegetable cutting. It is Ok only. Since we cannot cut the beans in cube shape. Noise is also more.",
Anamika,Small jar issue,2.0 out of 5 stars,"Reviewed in India on May 30, 2021",Verified Purchase,"My old Preeti mixed was so sturdy and still in working condition.

This new one has some noise and speed issue when I use small jar.",
Dinesh Gona,Awesome product!,5.0 out of 5 stars,"Reviewed in India on December 31, 2020",Verified Purchase,Best mixer grinder i have used till now. With slight tolerance to noise.,One person found this helpful
prashanth,great value,5.0 out of 5 stars,"Reviewed in India on October 14, 2019",Verified Purchase,"After much reviews, I purchased this one, and took it to UK. We are Very happy to have bought this. I made idlis, dosas, chatnis. Yet to use all the features. I cannot compare with others as I havent used others. but just happy with this one",One person found this helpful
Ramesh,Simply no words. Just an awesome gift for my mother.,5.0 out of 5 stars,"Reviewed in India on November 19, 2018",Verified Purchase,"My mom is a supercook now. Are there any other products in the world that are this versatile, powerful, beautifully aesthetic, multipurpose and that saves hours of our time? Please don't go for separate juicer, grinder etc. Buy this. You WILL thank me and Preethy.",One person found this helpful
pooja kayasth,best best best...,5.0 out of 5 stars,"Reviewed in India on October 10, 2018",Verified Purchase,"It's just wow, I have to say this about preethi Zodiac mixer grinder.. one of the best product every kitchen must have.. it just takes care of every boring task.. only negative point is it's too noisy.. I think because it has powerful motor, and that's OK to bear when you are getting what you want..",One person found this helpful
Kishan Modi,Material is of not good quality's,4.0 out of 5 stars,"Reviewed in India on December 13, 2021",Verified Purchase,"I want to raise complaint for the master jar - white one got broken inside while removing juice
Can you help with the suggestions for the same.",
Tasneem afroz,Superb quality,4.0 out of 5 stars,"Reviewed in India on February 10, 2022",Verified Purchase,"It's amazing, really very good features , jaaars , & juicer design",
Vamshee Krishna,Very good product,5.0 out of 5 stars,"Reviewed in India on May 24, 2020",Verified Purchase,"Very useful product
Excellent features. Only issue is the noise level.",2 people found this helpful
kannan,Don't buy,1.0 out of 5 stars,"Reviewed in India on July 22, 2021",Verified Purchase,"This mixer is too noisy. Apart from that performance wise good but cost is too high.
In my perspective buy low range preethi mixer and buy separate master chef jar. Juicer ok but we won't use much.",
Mr. Lee,good,5.0 out of 5 stars,"Reviewed in India on April 15, 2021",Verified Purchase,very nice product Preethi ki Nan Gurantee....,One person found this helpful
Sai,Used product received,3.0 out of 5 stars,"Reviewed in India on November 15, 2019",Verified Purchase,"The noise level is veryyy high easy to clean but the jars are so tough to use it doesn't come easily so hard to unlock r lock
And the disappointed thing is received defect used product as I observed the shipping box is also opened but I dear to open with faith in Amazon but the product I used one so im returning it",One person found this helpful
Barsha,Love it.,5.0 out of 5 stars,"Reviewed in India on November 23, 2018",Verified Purchase,The appliance is working great so far. Used all its attachments. Good quality stuff with great performance. Noise level is a bit high but considering the heavy duty motor I am willing to ignore that. Happy with the product.,2 people found this helpful
N V.,Huge Noise Machine,3.0 out of 5 stars,"Reviewed in India on October 15, 2021",Verified Purchase,Huge Noise.The first item received faulty atta knneder.after replacement ok.,
Prasanna,Don't buy this!!!!,2.0 out of 5 stars,"Reviewed in India on November 26, 2018",Verified Purchase,"I bought this product primarily for its master chef hat and medium sized jars.

The master chef jar cracked at its bottom within a month's time. We used it to knees atta and extract juice and didn't overload it. In fact the quantity we input for these purposes were well below the recommended capacity.

Medium sized jar is not even capable of grinding a good tomato puree

It's not worth the extra money paid for. Don't buy this",
Dinesh B,Everything is perfect up to mark,5.0 out of 5 stars,"Reviewed in India on March 16, 2021",Verified Purchase,Noise is little more otherwise it is best in class 👌,One person found this helpful
Malini Srilekha,Don't buy !,1.0 out of 5 stars,"Reviewed in India on June 17, 2021",Verified Purchase,The product is defective. It creates a smoke smell and is faulty. Need to get it checked with its customer service center,
VS,Made life easy,5.0 out of 5 stars,"Reviewed in India on February 20, 2021",Verified Purchase,Very nice product but the noise level is high.,One person found this helpful
S L Rajesh,Good one to buy for kitchen. All in one.,5.0 out of 5 stars,"Reviewed in India on March 24, 2019",Verified Purchase,Master chef jar is the problem always. In the first order and in second one both has the same problem. But after replacement the product is awesome. Spending almost 7k is worth for this.,3 people found this helpful
p ramamohana rao,It is very useful product,5.0 out of 5 stars,"Reviewed in India on August 17, 2020",Verified Purchase,It is one of the best mixer available in Indian market.,2 people found this helpful
BINU S.,Not noiseless,5.0 out of 5 stars,"Reviewed in India on August 2, 2019",Verified Purchase,"Running condition sound is not low , making noises",3 people found this helpful
Rahul,True MasterChef!,5.0 out of 5 stars,"Reviewed in India on November 7, 2019",Verified Purchase,"Best of it's kind.. very useful for working ppl.. MasterChef jar is a real wonder..
Extremely happy with the product",One person found this helpful
Brijesh Kumar Singh,Amazing product ..,5.0 out of 5 stars,"Reviewed in India on January 5, 2021",Verified Purchase,"Awesome product in its arena!
Somehow it makes lot of of noise for sure, if reduced will be amazing..",2 people found this helpful
Johnson C.,The product is very good and very useful.,3.0 out of 5 stars,"Reviewed in India on November 23, 2020",Verified Purchase,The product is very good and useful in multifuctioning. the only concern I have is the jar lids plastic quality is not hardened one.......it is to be handled very carefully.....other wise it may break.,
Sinu,Jar material Quality is not good,2.0 out of 5 stars,"Reviewed in India on July 9, 2020",Verified Purchase,"Heavy Sound,
We have to keep one hand always, not able to close completely
Jar glass material is too low quality.",One person found this helpful
Charmy,Noise Pollution and Flimsy plastic!,3.0 out of 5 stars,"Reviewed in India on May 28, 2020",Verified Purchase,"Very High Noise level, flimsy plastic and difficult to clean.. All features might be present but others have a lot better to offer!!",One person found this helpful
mark.,Good job preethi..,5.0 out of 5 stars,"Reviewed in India on February 5, 2019",Verified Purchase,"I was worried if this will be a good beal, but this is realy nice product compaired to other big company... good quality, while using the dig jar lef from my hand but not a scratch....highly recommend, it's been more than 6 months no complaints..",2 people found this helpful
Anand,Mixer is good but accessories part missing in the box.,3.0 out of 5 stars,"Reviewed in India on June 27, 2020",Verified Purchase,Mixer is really good and all the Jar size also appropriate. Only little noisy. My citrus cap is missing and not in the box. I request seller to dispatch it as I sent message earlier also but no reply. Also the start button is loose and coming out frequently.,
Amazon Customer,Very happy with the product though I was disappointed with the ...,4.0 out of 5 stars,"Reviewed in India on September 15, 2017",Verified Purchase,"Very happy with the product though I was disappointed with the juicer. I thought I could make vegetable juices, but the manual advises against it.
The atta kneader works very well",8 people found this helpful
Mrs.P.sujala,Please design In a better model,2.0 out of 5 stars,"Reviewed in India on March 6, 2020",Verified Purchase,Good but grater  cum atta kneader jar which is made of plastic is torn  off after several use and plastic was melted and plastic broken into small small  chips and it was contaminating  food also,
Aravindh Santhanam,Disgusting noise from machine,2.0 out of 5 stars,"Reviewed in India on May 7, 2020",Verified Purchase,"The machine is too noisy that it creates during running..
Its pathetic that i was warned by my next door families who might have given police complaint for this annoying sound.. very much disgusting...",One person found this helpful
JK,Excellent product,5.0 out of 5 stars,"Reviewed in India on May 12, 2019",Verified Purchase,Very good product . Better than the other bigger more famous brands. Very sturdy motor & good performance,2 people found this helpful
snv satish kumar,Awesome product with great price,5.0 out of 5 stars,"Reviewed in India on July 24, 2020",Verified Purchase,Easy to use for Slicing and grating. Juicer blades are small but if we use extractor it's good. Can't blend more than 500ml of juice.,2 people found this helpful
SiLenT_KiLLer,Best mixture,5.0 out of 5 stars,"Reviewed in India on May 22, 2022",Verified Purchase,"I bought this mixture, it's awesome, you can go for it",
Kizhiapate Rajamani,Partly broken part in the whole new mixer equipment .,4.0 out of 5 stars,"Reviewed in India on August 24, 2020",Verified Purchase,,
Dilpreet ,Didnt like the noise it makes,4.0 out of 5 stars,"Reviewed in India on December 6, 2019",Verified Purchase,The product is quite fine but the only that disappoint me is that it makes a lot of noise . the frequency of sound is so high that it actually disturbs people,
Hemanth Varma,Excellent purchase but bit pricey,5.0 out of 5 stars,"Reviewed in India on October 16, 2019",Verified Purchase,"No nonsense mixer grinder for Indian kitchens, juicer is a bit pain to use and clean",2 people found this helpful
Bhavesh Jain,Nice product.,5.0 out of 5 stars,"Reviewed in India on June 21, 2020",Verified Purchase,"Very good! Noise level is bit high, but its expected from 750w motor in this price range.
Jar Material is looks good to me in detail i will comment on material durability after use of 1 year.
Easy to clean.",One person found this helpful
Samarth Dhroov,Does the job but too much noisy,3.0 out of 5 stars,"Reviewed in India on November 19, 2019",Verified Purchase,"The product makes a lot of noise. The service person confirmed that the product has a high power motor which is making the sound. Its default sound that may not be likable by many prospective customers. If you have no issues with noise, go for it or else choose a mild sounding processor. Thank you.",
Kams,Fast grinding but lot of sound,3.0 out of 5 stars,"Reviewed in India on May 14, 2021",Verified Purchase,Nice mixer but noise is more.cleaning is not easy.the cap of jar is not smoothened one.,
Bhavya Sandeep,Good,4.0 out of 5 stars,"Reviewed in India on January 23, 2018",Verified Purchase,"Product is fine, delivered as expected  but master chief  container was not a good quality , other all are fine iam using it from 4 months let me know if you have any queries",8 people found this helpful
Balaji,Worth buying it,4.0 out of 5 stars,"Reviewed in India on December 6, 2018",Verified Purchase,"Super mixer grinder, there are so many features in it, but there are 2 minor demerits one is noise its very loud and plastic used is of not that great, you need to be careful.. but overall very good mixer grinder jus go for it...",
M S N SARMA,VALUE FOR MONEY,5.0 out of 5 stars,"Reviewed in India on November 17, 2020",Verified Purchase,SO NICE AND ITS IS TO OPERATE,2 people found this helpful
Anantha,Good product. Poor after sales service,4.0 out of 5 stars,"Reviewed in India on July 17, 2021",Verified Purchase,Product is good. After sales service is poor,One person found this helpful
Narayana Murthy,Very good product but too much noise.,4.0 out of 5 stars,"Reviewed in India on January 18, 2019",Verified Purchase,"I've been using this product since 2 months.
It is a good product.
easy to use
easy to clean

The only thing I didn't like in this product is noise. It makes lot of noise",
Ramakrishna Gudise,"Bad service from Preethi, pls dont buy this product",1.0 out of 5 stars,"Reviewed in India on May 21, 2022",Verified Purchase,Its having very bad service and please dont buy this product. We have given complaint and its more than a month no body turn up.,
BHASKAR VENGALA ,Zodiac,5.0 out of 5 stars,"Reviewed in India on April 27, 2021",Verified Purchase,Good to use nice product,One person found this helpful
Deepa.K.Menon,Not good,3.0 out of 5 stars,"Reviewed in India on May 16, 2022",Verified Purchase,My small jar is not working now.... Blade and plastic quality is cheap... Good in appearance only,
sangeetha,Bad Atta kneeder,3.0 out of 5 stars,"Reviewed in India on September 26, 2019",Verified Purchase,"Atta kneeder not working properly after some days, noise level very high, babies are getting scary while using veg cutter. Otherwise easy to clean and easy to use.",
Sathish Reddy,Review for this Brand....?,3.0 out of 5 stars,"Reviewed in India on February 21, 2022",Verified Purchase,"Juicer Jar useless, master chief gar light weight, other Jars are very low quality.
Better go for some other Brand...",
Ganesh,Chopper blades touches jar bottom jar plastic damaged,1.0 out of 5 stars,"Reviewed in India on May 4, 2021",Verified Purchase,Chopper blades touches jar bottom & jars plastic got damaged (sliced) plastic dusts mixed with vegetables. Jar also got damaged. Request Preeti team / seller to look into it.,One person found this helpful
venkateswarlu nagapuri,Prodact is good,3.0 out of 5 stars,"Reviewed in India on July 29, 2020",Verified Purchase,Good product but every intarnal pak tarmacol but my pak is intarnal pak no tarmakol orddenari pak .iam going shop I see pak in shop pak is fix in tarmakol pak but Amazon pak intarnal is ordenari no tarmakol,
Amazon Customer,DON'T BUY THIS PRODUCT,1.0 out of 5 stars,"Reviewed in India on September 13, 2020",Verified Purchase,"Don't buy this product as the customer care no does not pick up the phone after calling and mailing them million times.
Noise level is very very high and ware and tare started in just few months.",
Swati,Best 👍,5.0 out of 5 stars,"Reviewed in India on July 6, 2021",Verified Purchase,Best one!. Go for it. It's easy to use. Everything is just amazing about this product. Loved it .,One person found this helpful
Bhupal Reddy Gopu,Performance wise - fantastic,4.0 out of 5 stars,"Reviewed in India on May 18, 2020",Verified Purchase,"Be it chopping, slicing, grating, mixy, the product is amazing, it does the work in less than a sec, very strong machine
You should be careful not overloading it, plastic used is very very delicate!!",One person found this helpful
Kashshu,Worst service experience,1.0 out of 5 stars,"Reviewed in India on September 26, 2021",Verified Purchase,Mixer grinder coupler was broken within 6 months...unable to find service centre in Aligarh..U.P....although mixer was under warranty..got it fixed from open market...but breaking almost within 2 months...bad product,
MUKKARA VENKATA RAMANA REDDY,Preeti zodiac MG 218 mixer,5.0 out of 5 stars,"Reviewed in India on July 29, 2020",Verified Purchase,Excellent work . But Garaanty and warranty certificate not attached. Please send,2 people found this helpful
Vivek,Good product .. not so silent,5.0 out of 5 stars,"Reviewed in India on August 22, 2020",Verified Purchase,Mater chef Jat is center of attraction. Does its job. Sond I'd bit loud. Apart from sound rest all are good,2 people found this helpful
Amazon User,Good product ..Go for it,4.0 out of 5 stars,"Reviewed in India on November 29, 2021",Verified Purchase,Noise level should have been less ..But manageable ..,
Gethsiya,Must for working women,4.0 out of 5 stars,"Reviewed in India on November 13, 2020",Verified Purchase,"I liked it very much.  I don't know technical aspects very much.  But it serves all my purpose.  Chappathi making very good.  It saves my time.  Only draw back, the first jar size is also very big for a family with two members.",
RARA,Rugged!,5.0 out of 5 stars,"Reviewed in India on September 4, 2020",Verified Purchase,Rugged :),2 people found this helpful
Arunkumar,Happy with Preethi Zodiac,5.0 out of 5 stars,"Reviewed in India on November 19, 2018",Verified Purchase,"Dough kneader is excellent. Good build quality, compact in size. Little bit noisy due to heavy duty motor.  Amazon delivered a fresh brand new recent product.",2 people found this helpful
Saravanan Angalan,Very good Desing but Quantity not good,3.0 out of 5 stars,"Reviewed in India on September 28, 2021",Verified Purchase,Working well but With in a month handle broken quantity plastic not good,
Vamshi Krishna,Excellent Product go for it.,5.0 out of 5 stars,"Reviewed in India on February 22, 2019",Verified Purchase,"It's a excellent product simply go for it , make sure to read instructions one.

It will definitely save your time in kitchen.

Only one con. Quality of Handel is bit delicate apart from this it's a excellent product.",One person found this helpful
Preetesh Kumar Sahu,AWESOME Grinder,5.0 out of 5 stars,"Reviewed in India on September 20, 2020",Verified Purchase,"Overall very nice ,even person nonfamiler with cooking can operate it easyly.",One person found this helpful
Kartik,Sheer waste of money,2.0 out of 5 stars,"Reviewed in India on October 5, 2019",Verified Purchase,"Extremely noisy.makes a screeching noise when in use. Have been using Preeti products for years now. This is by far the worst product. Sham in the name of a food Processor. Cannot knead even 100 gms of aata in 1 attempt. Waste of money for sure.
To think that I longed to have a Preeti Zodiac!!! What a waste!!",
mayur,Broken parts on first use of product for juice,1.0 out of 5 stars,"Reviewed in India on June 23, 2019",Verified Purchase,"Parts got broken on the first use of sweet lime juice.
Not a good Quality of material used as per price value ., Please beware of advertisment.
Even I recommend to but product for showroom directly as online product get delivered broken and if u miss to return...no one listens after that..poor customer service",
Jawwad Khan,so far good to use,5.0 out of 5 stars,"Reviewed in India on August 2, 2019",Verified Purchase,"Just using this product first time,superb",3 people found this helpful
anandan,Too bad choice to buy,2.0 out of 5 stars,"Reviewed in India on November 2, 2019",Verified Purchase,"Too much noise , Jar quality very poor and light . Bush and plastic knob is of poor plastic and got worn out within 1 year . I personally suggest not to buy , don't get carried over with advertisement gimmick .",
Bharath N,Mixer-Grinder,5.0 out of 5 stars,"Reviewed in India on September 5, 2019",Verified Purchase,Good product for the price.,3 people found this helpful
Amazon Customer,Go for it,5.0 out of 5 stars,"Reviewed in India on February 11, 2021",Verified Purchase,Preethi is always best....very nice,2 people found this helpful
Aashish,Very good product,5.0 out of 5 stars,"Reviewed in India on November 9, 2019",Verified Purchase,Best mixer grinder which i saw working very well and in this i do everything which is dawn in the video of the product,2 people found this helpful
Benoy Jacob,I got old product,1.0 out of 5 stars,"Reviewed in India on February 18, 2021",Verified Purchase,I got very old product.  But working good.  I don't know whether it cover warranty or not.,One person found this helpful
Kasimali,Very worst/bad customer service.....,5.0 out of 5 stars,"Reviewed in India on July 29, 2019",Verified Purchase,Everything is perfect except the customer care service numbers they either do not connect or either they are always busy I am trying to connect them since 2 weeks because of housing jar is not working but could not connect half number are switched off half are wrong and remaining are always busy......,One person found this helpful
Soj,Multifunctional and makes your life easy,5.0 out of 5 stars,"Reviewed in India on December 27, 2019",Verified Purchase,"I've used it as a chopper, for kneading the dove and as a  juicer as well. Everything is perfect-about this product.",One person found this helpful
vijaytheraa,does quick work,5.0 out of 5 stars,"Reviewed in India on December 15, 2020",Verified Purchase,overall product is nice and very much useful.till now i have used 3 jars .they are doing well and juice jar to be used. i hope it will be nice.,2 people found this helpful
Senthilnathan R,Disappoint with quality of the product,4.0 out of 5 stars,"Reviewed in India on December 18, 2019",Verified Purchase,Jars with scratches and also rusting in the bottom and the power button automatically dismantled from the basic unit while the machine is running 😞 disappointed with this buying ....needs quality assurance,One person found this helpful
Amazon Customer...,Good,5.0 out of 5 stars,"Reviewed in India on September 21, 2020",Verified Purchase,Good quality but so much noise,2 people found this helpful
Vijaya Kumar.k,Awesome,4.0 out of 5 stars,"Reviewed in India on September 15, 2021",Verified Purchase,Great buy.. Sooper options.. Easy to fix and use.. Only disappointment is no spare issued for main spindle.. Rest all best,
Parth Savani,4 star,5.0 out of 5 stars,"Reviewed in India on June 17, 2018",Verified Purchase,"Plastic quality is not that much good, it breaks after prolong periods of time, they should offer extra jar covers to use it afterwards. Best mixer I have ever seen Quality wise it's worth to money spent on it.",One person found this helpful
shweta D.,"Full Value for Money, great design and quality",5.0 out of 5 stars,"Reviewed in India on April 27, 2021",Verified Purchase,"Super Duper Product, Great design and it is a complete food processor. So dont compare the price with Mixer grinder. Wet grinding is extremely quick and easy.",One person found this helpful
narendran,"Good product, could have priced less around 5.5 k (6999.00) at the time of purchase",4.0 out of 5 stars,"Reviewed in India on June 5, 2020",Verified Purchase,"Pros
Delivered on time safely as promised(outskirts of Coimbatore)
Good aesthetics.
Grinds well on top speed.

Cons:
Noisy but not unbearable.
Plastic body could have been better (personal opinion)

Haven't used the juicer and kneader yet will update post usage.",
Shibin Dev,Good all round performer,5.0 out of 5 stars,"Reviewed in India on January 16, 2020",Verified Purchase,Bought this for my wife an she's very happy with this product. I am only concerned with the noise. But with 750 watts motor this voice issue can be ignored. Good purchase.,One person found this helpful
Sivakumar Sambasivam ,Utility at its best,5.0 out of 5 stars,"Reviewed in India on September 19, 2020",Verified Purchase,Ideal for kitchen and all home makers would love it,One person found this helpful
Amazon Customer,Awesome,5.0 out of 5 stars,"Reviewed in India on September 11, 2018",Verified Purchase,"After a lot of research i decided to go for it and believe me it's really awesome product, specialy the fruit extractor keep throwing the fruits\veggies in the jar and you will get best juice out of it 😀 I am enjoying it 😋",2 people found this helpful
Amazon Customer,"Failed machine in two months, very very moderate home usage",1.0 out of 5 stars,"Reviewed in India on March 20, 2022",Verified Purchase,"Bought it in Dec 21, end of Jan the Keeding and chopping jar went un serviceable.
The service center and online help didn't resolve the issue even after number of video Nd audio calls.",
hoshiar singh,thanking Amazon from the heart.,5.0 out of 5 stars,"Reviewed in India on April 15, 2021",Verified Purchase,"This product is beautiful and there is no problem in cleaning it, the cloth is also soft, the delivery is also good, thanking Amazon from the heart.",One person found this helpful
vivek,Poor quality,1.0 out of 5 stars,"Reviewed in India on March 19, 2021",Verified Purchase,Think before buying many of item are made up of plastic and quality is very poor and you can't even buy a single 3 in 1 juicer jar separately so think before buying,One person found this helpful
Jitendra Siingh,Awesome.,5.0 out of 5 stars,"Reviewed in India on October 9, 2019",Verified Purchase,"Good quality product. Till now no problem. Awesome design.
Good speed motor. Recommended to buy.",One person found this helpful
Mithun Jadhav,Very good,5.0 out of 5 stars,"Reviewed in India on June 10, 2020",Verified Purchase,This mixer powerful moter and easy use. Build quality is also good and very string,One person found this helpful
chetan,Good,5.0 out of 5 stars,"Reviewed in India on July 3, 2020",Verified Purchase,Product has been working pretty nice since a month.A little noisy while making dough but can bear with it.price worthy so far.,2 people found this helpful
Purohith,Kitchen met it's completeness with Preethi Zodiac MG..,5.0 out of 5 stars,"Reviewed in India on October 31, 2018",Verified Purchase,"A very handy, good looking product for our kitchen, has reduced much of our chopping, grinding worries, has increased the reason for me to enter in to the kitchen to have my hand in helping my wife with the entry of our new family member Preethi Zodiac MG.. thank Amazon for safe and on time delivery as promised...",One person found this helpful
George,Good product,5.0 out of 5 stars,"Reviewed in India on November 17, 2020",Verified Purchase,I have no hesitation to recommend this product.,One person found this helpful
Vd. Chinmay Phadke,Overall Good,4.0 out of 5 stars,"Reviewed in India on July 10, 2020",Verified Purchase,"It seems more noisy than in the product description.
Overall performance is very good.
Good product with multiple uses.",
Karthi Renganathan,Wonderful .. All ur needs end in it..,5.0 out of 5 stars,"Reviewed in India on June 6, 2020",Verified Purchase,Wonderful product... More than expected. Done it job perfectly as mentioned here. Writing the review after 1 day review...,2 people found this helpful
Kiran Sunny,Just go for it. Absolutely brilliant,4.0 out of 5 stars,"Reviewed in India on November 1, 2019",Verified Purchase,It's nice product. The build quality is absolutely brilliant and the looks of the product is also good. Price is little bit high as compared to other mixers but it's not that high as compared to the quality of the product. The best part is we are getting 5 year warrenty out of the box and we can also extend it by buying  additional warrenty.,
Taz,Nice product,5.0 out of 5 stars,"Reviewed in India on April 2, 2019",Verified Purchase,"I brought this after research for months. And it was worth it.
I haven't had a single issue with it. Works well, fast, efficient and safe.",One person found this helpful
Nagaraja Thiraviam,Reduces stress in kitchen,5.0 out of 5 stars,"Reviewed in India on April 20, 2021",Verified Purchase,Easy to use,One person found this helpful
Archana,Good,4.0 out of 5 stars,"Reviewed in India on November 20, 2020",Verified Purchase,Noise level is at more.. Dosa batter is not so smooth ..chutney and aata kneading tooooo good ..juicer is just OK,
priya,noise level is the worst!!!,1.0 out of 5 stars,"Reviewed in India on January 29, 2020",Verified Purchase,over all the food processor is good but i cant use it with the level of noise it produces.... specially i have brought it abroad and its impossible to use it.,
Nikhil Yadav,Noisy but perfect for kitchen,4.0 out of 5 stars,"Reviewed in India on October 8, 2019",Verified Purchase,Everything is perfect in this product and very easy to use with too many function of jars but quite noisy and it's hard to make ginger garlic paste in chitney jar if you're workong for small amt.,One person found this helpful
Abdul Waheed,Low Quality,1.0 out of 5 stars,"Reviewed in India on September 21, 2018",Verified Purchase,"Juice jar cracked in first time used.
Cleaning is difficult after making juice.
Performance not good.
When I received this Product Had Too many scratches.",5 people found this helpful
sanooj sajan,Good,5.0 out of 5 stars,"Reviewed in India on August 2, 2020",Verified Purchase,"Good product , bit noisy atta kneader is excellent !!",2 people found this helpful
Sunitha,Useful,4.0 out of 5 stars,"Reviewed in India on October 22, 2019",Verified Purchase,It does lots of job for us. Real kitchen companion! But the plastic is cheep. The caps are tearing off. I have to buy new caps for my jar. But it is everything that it claims to be. Wish they can give better quality plastic in this amazing product,
Amazon Customer,Need better master bowl plastic quality and less noise level,4.0 out of 5 stars,"Reviewed in India on July 27, 2020",Verified Purchase,"It's a good product but noise level high .. though the work is done in level first only satisfactorly.
The problem if master bowl plastic .. should be of better quality ..all else good normal..",
jai kataria,Product is not upto the mark,1.0 out of 5 stars,"Reviewed in India on May 20, 2020",Verified Purchase,The product is very noisy...jar rubber is loosed.. jar was also broken. I used inalsa and Philips  earlier service is far better and product  quality  is really good. Their is no comparison . I will never recommend  this product and company  to anyone.,
Santosh,Must but,5.0 out of 5 stars,"Reviewed in India on November 3, 2019",Verified Purchase,Looks perfect and grinds everything perfectly.  Every pot is useful and i get the finest paste whenever needed.,One person found this helpful
Amazon Customer,It’s not worth the amount,1.0 out of 5 stars,"Reviewed in India on May 27, 2020",Verified Purchase,"Don’t buy it as it’s having a high noise level.
Worst service by preethi and the irresponsible customer care .
I strongly suggest to not buy preethi, you will get better brand than this",One person found this helpful
Durga suneel,We didn't receive slicer blade,3.0 out of 5 stars,"Reviewed in India on June 23, 2020",Verified Purchase,"We didn't receive the slicer blade.we haven't noticed when we received.when we want use I checked but there were two same blades not different.
Very delicate plastic used.food processor and juicer is also waste.very noisy.not worth for money",
Akash,SUPERB,5.0 out of 5 stars,"Reviewed in India on October 10, 2019",Verified Purchase,"From delivery,  packaging, quality of the product, to actual usage , everything is superb,  only if u get discount,  i got mine for 4.5k , luck me",2 people found this helpful
Amazon Customer,Poor customer service,1.0 out of 5 stars,"Reviewed in India on November 1, 2020",Verified Purchase,Within a months usage the white part below the jar came out thrice.. trying to reach the customer support but no response.. very upset!!,
manu,Too Costly and not worth as per the cost company charging!,2.0 out of 5 stars,"Reviewed in India on July 20, 2021",Verified Purchase,"Not finding a worth of 8K, after the use of 2 month only jars are getting cracked.",
Amazon Customer,On line cheating,5.0 out of 5 stars,"Reviewed in India on August 3, 2019",Verified Purchase,Product received with minor damages which were noticed during usage,2 people found this helpful
A CHANDRA BHASKARAN,Very poor performance . I am very much disappointed. Can the product be returned ?,1.0 out of 5 stars,"Reviewed in India on May 24, 2019",Verified Purchase,"The mixer has so many jars and it is not user friendly . Even in the wet jar we can't make a fine paste for dosa batter.
It has very high noise. But honestly i got to tell you that, that piece of crap is very much attractive .",
K,Bit expensive but useful product,4.0 out of 5 stars,"Reviewed in India on March 30, 2019",Verified Purchase,"Good product bit expensive, atta flour jar cover is not durable need more attention while locking or else jar cover may brake. No proper indication to lock cover.",
Praveen,Quality product. Buy it.,5.0 out of 5 stars,"Reviewed in India on November 1, 2019",Verified Purchase,Best mixer with multi functions available in our market. Buy it when it’s available on offer.,One person found this helpful
SYED SHAHURUDDIN HUSSAIN,Full noise,1.0 out of 5 stars,"Reviewed in India on May 26, 2022",Verified Purchase,Noise sound very very very very bad,
Yanadaiah,This product not good,1.0 out of 5 stars,"Reviewed in India on May 7, 2022",Verified Purchase,This product motor sound and running very slow. Not good product. Please service this product,One person found this helpful
